"Produto";"Grupo";"Quantidade";"Valor"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"3,000";"49,19"
"HOT FUJI CROCK";"HOT";"2,000";"49,04"
"SASHIMI SHAKÊ TORÔ TRUFADO 2 UND";"TRUFADOS";"1,000";"46,81"
"BATERA SHAKE TORO";"ESPECIAIS ";"1,000";"45,47"
"COCA COLA LATA";"BEBIDAS GELADAS";"6,000";"44,80"
"GIN TONICA MORANGO";"DRINKS";"2,000";"43,78"
"GIN TONICA TANGERINA";"DRINKS";"2,000";"43,78"
"RED BULL TROPICAL";"BEBIDAS GELADAS";"2,000";"43,29"
"SASHIMI SALMAO MACARICADO";"SASHIMI";"1,000";"43,13"
"TEMAKI SALMAO C/ SHIMEJI";"TEMAKI";"1,000";"42,76"
"URAMAKI EBITEN";"ESPECIAIS ";"1,000";"41,45"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"38,23"
"CLERICOT";"DRINKS";"1,000";"38,03"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"2,000";"36,97"
"COSMOPOLITAN";"DRINKS";"1,000";"36,19"
"NEGRONI";"DRINKS";"1,000";"35,90"
"GENGIBRADA SMIRNOFF";"DRINKS";"1,000";"32,89"
"BALLENA";"DESTILADOS";"1,000";"31,43"
"SUCO DE FRUTA NATURAL";"SUCOS E AGUA DE COCO";"2,000";"26,06"
"HOT SALMAO & CAMARAO C/CREAM CHEESE";"HOT";"1,000";"24,32"
"GENGIBRADA GIN TRADICONAL";"DRINKS";"1,000";"21,89"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"1,000";"21,79"
"RED BULL MELANCIA";"BEBIDAS GELADAS";"1,000";"21,79"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"2,000";"21,31"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,79"
"SUCO IFOOD MORANGO C/LARANJA";"SUCOS E AGUA DE COCO";"2,000";"19,96"
"MAKIMONO SALMAO & CAMARAO C/CREAM CHEESE";"MAKIMONO";"1,000";"19,05"
"SALADA SUNOMONO";"FRUTAS";"1,000";"18,29"
"ROBATA DE BROCOLIS";"FRUTAS";"1,000";"17,29"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"1,000";"15,18"
"SMIRNOFF DOSE";"DESTILADOS";"1,000";"15,00"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"1,000";"10,89"
"SUCO DE LARANJA";"SUCOS E AGUA DE COCO";"1,000";"9,95"
"WASABI EXTRA";"ENTRADAS SUSHI";"1,000";"4,01"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"3,000";"0,00"
"REFRIGERANTES";"BEBIDAS GELADAS";"1,000";"0,00"
"AGUA INDAIA COM GAS";"BEBIDAS GELADAS";"6,000";"0,00"
"RETIRAR";"SUCOS E AGUA DE COCO";"2,000";"0,00"
"TEMAKIS SALMÃO GRELHADO C/ QUEIJO";"TEMAKI";"1,000";"0,00"
"TEMAKI TRADICIONAL";"TEMAKI";"1,000";"0,00"
